ARC DT

Sales - Date wise
From Date:,08/01/2019
To Date:,31/08/2019
InvoiceDate,Goods Value(Sales) (Rs.),Goods Value (First Sale) (Rs.),Goods Value (Second Sale) (Rs.),Goods Value(Sales Return Damages) (Rs.),Goods Value(Sales Return Saleable) (Rs.),Total Tax Suffered (Rs.),Productwise Discount (Rs.),Total Discount (Rs.),Total Tax Applicable (Rs.),Total LT on FS (Rs.),Total CT on FS (Rs.),Total LT on SS (Rs.),LTSS ADDL CESS (Rs.),LTSS CESS (Rs.),LTSS CGST (Rs.),LTSS SGST (Rs.),Total CT on SS (Rs.),Net Sales (Rs.),Invoice ID,Doc Reference,Type,Goods Value (Rs.),Goods Value (First Sale) (Rs.),Goods Value (Second Sale) (Rs.),Tax Suffered (Rs.),Productwise Discount (Rs.),Discount (Rs.),Tax Applicable (Rs.),Total LT on FS (Rs.),Total CT on FS (Rs.),Total LT on SS (Rs.),LTSS CESS (Rs.),LTSS CGST (Rs.),LTSS SGST (Rs.),LTSS ADDL CESS (Rs.),Total CT on SS (Rs.),Net Sales (Rs.)
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2138,PCP-301,Invoice,120.18,,120.18,,3.62,0.00,20.98,,,20.98,,10.49,10.49,,,137.54
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2139,PCP-302,Invoice,692.76,,692.76,,56.36,0.00,31.82,,,31.82,,15.91,15.91,,,668.23
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2140,I/19-20/2083,Invoice,22948.84,,22948.84,,0.00,0.00,24055.12,,,24055.12,1147.44,3212.84,3212.84,16482.00,,47003.96
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2141,I/19-20/2088,Invoice,5499.01,,5499.01,,0.00,0.00,8042.67,,,8042.67,274.95,769.86,769.86,6228.00,,13541.68
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2142,PCP-303,Invoice,1889.55,,1889.55,,77.46,0.00,209.79,,,209.78,,104.89,104.89,,,2021.89
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2143,I/19-20/2089,Invoice,19157.76,,19157.76,,0.00,0.00,26278.73,,,26278.74,6328.56,2682.09,2682.09,14586.00,,45436.49
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2144,PCP-304,Invoice,572.64,,572.64,,51.55,0.00,26.05,,,26.05,,13.03,13.03,,,547.14
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2145,PCP-305,Invoice,435.18,,435.18,,7.63,0.00,53.17,,,53.17,,26.58,26.58,,,480.73
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2146,PCP-306,Invoice,594.95,,594.95,,43.43,0.00,33.59,,,33.58,,16.79,16.79,,,585.12
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2147,PCP-307,Invoice,347.59,,347.59,,7.43,0.00,49.35,,,49.35,,24.67,24.67,,,389.50
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2148,I/19-20/2092,Invoice,23479.67,,23479.67,,0.00,0.00,23504.47,,,23504.47,2606.16,3287.15,3287.15,14324.00,,46984.15
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2149,PCP-308,Invoice,215.63,,215.63,,7.44,0.00,25.56,,,25.56,,12.78,12.78,,,233.75
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2150,I/19-20/2097,Invoice,6759.49,,6759.49,,0.00,0.00,7724.63,,,7724.63,337.97,946.33,946.33,5494.00,,14484.12
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2151,PCP-309,Invoice,477.44,,477.44,,47.74,0.00,21.48,,,21.48,,10.74,10.74,,,451.20
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2154,SX-315,Invoice,2547.42,,2547.42,,102.99,0.00,295.97,,,295.97,,147.99,147.99,,,2740.40
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2264,BIS-369,Invoice,627.69,,627.69,,0.00,0.00,112.99,,,112.99,,56.49,56.49,,,740.68
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2265,BIS-370,Invoice,276.93,,276.93,,0.00,0.00,49.85,,,49.85,,24.92,24.92,,,326.78
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2266,BIS-371,Invoice,225.12,,225.12,,0.00,0.00,40.52,,,40.51,,20.26,20.26,,,265.64
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2267,BIS-372,Invoice,782.41,,782.41,,20.45,0.00,137.15,,,137.14,,68.58,68.58,,,899.10
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2268,BIS-373,Invoice,2143.99,,2143.99,,30.65,0.00,313.09,,,313.11,,156.55,156.55,,,2426.44
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2269,BIS-374,Invoice,323.14,,323.14,,0.00,0.00,58.17,,,58.16,,29.08,29.08,,,381.30
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2270,BIS-375,Invoice,1529.53,,1529.53,,23.34,0.00,196.78,,,196.78,,98.39,98.39,,,1702.98
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2271,BIS-376,Invoice,1212.80,,1212.80,,7.32,0.00,196.16,,,196.16,,98.08,98.08,,,1401.65
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2272,BIS-377,Invoice,598.68,,598.68,,0.00,0.00,93.58,,,93.57,,46.79,46.79,,,692.25
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2274,BIS-378,Invoice,933.30,,933.30,,0.91,0.00,156.39,,,156.40,,78.19,78.19,,,1088.77
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2275,BIS-379,Invoice,457.42,,457.42,,0.00,0.00,82.34,,,82.34,,41.17,41.17,,,539.75
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2276,BIS-380,Invoice,233.41,,233.41,,0.00,0.00,36.29,,,36.29,,18.15,18.15,,,269.70
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2277,BIS-381,Invoice,209.65,,209.65,,0.00,0.00,30.65,,,30.65,,15.32,15.32,,,240.30
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2279,BIS-382,Invoice,2080.69,,2080.69,,90.34,0.00,349.40,,,349.40,,174.70,174.70,,,2339.75
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2280,BIS-383,Invoice,231.65,,231.65,,0.00,0.00,41.70,,,41.69,,20.85,20.85,,,273.35
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2281,BIS-384,Invoice,2461.99,,2461.99,,50.00,0.00,434.16,,,434.15,,217.08,217.08,,,2846.15
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2282,BIS-385,Invoice,411.67,,411.67,,5.49,0.00,73.11,,,73.11,,36.56,36.56,,,479.28
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2283,BIS-386,Invoice,1285.36,,1285.36,,59.61,0.00,220.64,,,220.63,,110.32,110.32,,,1446.39
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2152,BIS-309,Invoice,17070.31,,17070.31,,1388.50,0.00,2206.45,,,2206.47,,1103.23,1103.23,,,17888.25
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2153,BIS-310,Invoice,6383.07,,6383.07,,404.91,0.00,486.40,,,486.40,,243.20,243.20,,,6464.53
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2156,BIS-311,Invoice,9014.86,,9014.86,,310.51,0.00,1417.15,,,1417.21,,708.58,708.58,,,10121.49
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2159,BIS-312,Invoice,29635.61,,29635.61,,968.27,0.00,3683.86,,,3683.90,,1841.93,1841.93,,,32351.20
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2160,BIS-313,Invoice,6822.81,,6822.81,,50.16,0.00,577.44,,,577.41,,288.72,288.72,,,7350.09
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2161,BIS-314,Invoice,4690.45,,4690.45,,104.60,0.00,440.10,,,440.10,,220.05,220.05,,,5025.95
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2168,SX-321,Invoice,179.49,,179.49,,0.00,0.00,21.54,,,21.54,,10.77,10.77,,,201.02
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2169,SX-322,Invoice,367.12,,367.12,,0.00,0.00,44.05,,,44.04,,22.03,22.03,,,411.18
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2170,SX-323,Invoice,799.52,,799.52,,50.00,0.00,89.94,,,89.92,,44.97,44.97,,,839.43
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2155,SX-316,Invoice,734.25,,734.25,,50.00,0.00,82.11,,,82.08,,41.05,41.05,,,766.38
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2157,SX-317,Invoice,232.85,,232.85,,0.00,0.00,41.91,,,41.91,,20.96,20.96,,,274.77
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2158,SX-318,Invoice,4160.77,,4160.77,,200.00,0.00,475.29,,,475.29,,237.65,237.65,,,4436.06
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2163,SX-319,Invoice,1152.53,,1152.53,,50.00,0.00,139.29,,,139.28,,69.64,69.64,,,1241.82
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2164,SX-320,Invoice,1454.66,,1454.66,,55.99,0.00,169.36,,,169.38,,84.68,84.68,,,1568.03
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2173,SX-325,Invoice,1366.48,,1366.48,,55.99,0.00,162.54,,,162.58,,81.27,81.27,,,1473.04
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2175,SX-327,Invoice,2590.28,,2590.28,,200.00,0.00,286.83,,,286.79,,143.42,143.42,,,2677.10
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2176,SX-328,Invoice,367.12,,367.12,,0.00,0.00,44.05,,,44.04,,22.03,22.03,,,411.18
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2179,SX-329,Invoice,1333.89,,1333.89,,100.00,0.00,148.07,,,148.10,,74.03,74.03,,,1381.97
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2162,I/19-20/2098,Invoice,15619.76,,15619.76,,0.00,0.00,18671.72,,,18671.72,2558.18,2186.77,2186.77,11740.00,,34291.48
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2165,I/19-20/2110,Invoice,17048.85,,17048.85,,0.00,0.00,23774.57,,,23774.57,4432.89,2386.84,2386.84,14568.00,,40823.41
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2166,I/19-20/2113,Invoice,18859.74,,18859.74,,0.00,0.00,17211.71,,,17211.71,942.99,2640.36,2640.36,10988.00,,36071.45
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2167,I/19-20/2114,Invoice,10139.23,,10139.23,,0.00,0.00,11586.95,,,11586.95,506.96,1419.49,1419.49,8241.00,,21726.17
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2171,SX-324,Invoice,734.24,,734.24,,50.00,0.00,82.11,,,82.08,,41.05,41.05,,,766.32
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2172,AT-281,Invoice,1464.04,,1464.04,,55.99,0.00,160.27,,,160.28,,80.14,80.14,,,1568.32
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2174,SX-326,Invoice,1152.18,,1152.18,,50.77,0.00,132.17,,,132.14,,66.08,66.08,,,1233.56
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2177,AT-282,Invoice,1475.49,,1475.49,,3.66,0.00,239.02,,,239.01,,119.51,119.51,,,1710.86
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2178,BIS-315,Invoice,1424.01,,1424.01,,7.32,0.00,221.81,,,221.80,,110.90,110.90,,,1638.50
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2180,BIS-316,Invoice,927.88,,927.88,,3.66,0.00,143.50,,,143.47,,71.75,71.75,,,1067.73
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2181,BIS-317,Invoice,398.30,,398.30,,3.66,0.00,65.31,,,65.30,,32.66,32.66,,,459.95
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2182,BIS-318,Invoice,233.87,,233.87,,0.00,0.00,28.06,,,28.06,,14.03,14.03,,,261.94
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2183,BIS-319,Invoice,548.90,,548.90,,3.66,0.00,98.14,,,98.15,,49.07,49.07,,,643.38
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2184,BIS-320,Invoice,182.96,,182.96,,7.32,0.00,31.61,,,31.62,,15.81,15.81,,,207.26
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2185,SX-330,Invoice,1968.67,,1968.67,,161.31,0.00,216.88,,,216.94,,108.44,108.44,,,2024.20
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2186,BIS-321,Invoice,270.86,,270.86,,3.66,0.00,48.10,,,48.08,,24.05,24.05,,,315.29
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2187,BIS-322,Invoice,2737.55,,2737.55,,82.13,0.00,318.65,,,318.65,,159.33,159.33,,,2974.07
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2188,BIS-323,Invoice,298.59,,298.59,,6.17,0.00,52.64,,,52.64,,26.32,26.32,,,345.06
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2189,BIS-324,Invoice,584.95,,584.95,,0.00,0.00,92.48,,,92.46,,46.24,46.24,,,677.43
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2190,SX-331,Invoice,287.82,,287.82,,35.80,0.00,30.24,,,30.24,,15.12,15.12,,,282.25
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2192,SX-332,Invoice,734.24,,734.24,,50.00,0.00,82.11,,,82.14,,41.05,41.05,,,766.37
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2195,SX-333,Invoice,448.71,,448.71,,0.00,0.00,53.85,,,53.85,,26.92,26.92,,,502.55
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2198,SX-334,Invoice,905.57,,905.57,,50.00,0.00,102.67,,,102.66,,51.33,51.33,,,958.25
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2203,SX-335,Invoice,1003.47,,1003.47,,50.00,0.00,114.42,,,114.46,,57.21,57.21,,,1067.89
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2206,SX-336,Invoice,1161.88,,1161.88,,52.31,0.00,140.13,,,140.14,,70.07,70.07,,,1249.71
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2214,SX-337,Invoice,2128.10,,2128.10,,138.11,0.00,238.80,,,238.85,,119.40,119.40,,,2228.81
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2222,SX-338,Invoice,1590.87,,1590.87,,100.00,0.00,178.90,,,178.88,,89.45,89.45,,,1669.73
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2224,SX-339,Invoice,367.12,,367.12,,0.00,0.00,44.05,,,44.04,,22.03,22.03,,,411.18
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2191,I/19-20/2115,Invoice,20523.57,,20523.57,,0.00,0.00,25746.27,,,25746.28,4964.67,2873.30,2873.30,15035.00,,46269.83
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2193,BIS-325,Invoice,696.96,,696.96,,3.66,0.00,119.07,,,119.05,,59.54,59.54,,,812.36
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2194,BIS-326,Invoice,267.28,,267.28,,0.00,0.00,48.11,,,48.11,,24.05,24.05,,,315.39
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2196,BIS-327,Invoice,723.64,,723.64,,3.66,0.00,116.79,,,116.76,,58.39,58.39,,,836.77
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2197,BIS-328,Invoice,689.99,,689.99,,16.63,0.00,121.20,,,121.18,,60.60,60.60,,,794.55
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2199,BIS-329,Invoice,818.78,,818.78,,3.66,0.00,141.00,,,140.99,,70.50,70.50,,,956.10
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2200,BIS-330,Invoice,506.76,,506.76,,3.66,0.00,84.84,,,84.82,,42.42,42.42,,,587.92
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2201,BIS-331,Invoice,667.24,,667.24,,3.66,0.00,113.72,,,113.70,,56.86,56.86,,,777.29
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2202,BIS-332,Invoice,828.30,,828.30,,3.66,0.00,134.26,,,134.25,,67.13,67.13,,,958.89
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2204,BIS-333,Invoice,538.84,,538.84,,4.57,0.00,90.45,,,90.44,,45.22,45.22,,,624.72
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2205,BIS-334,Invoice,371.46,,371.46,,3.66,0.00,60.48,,,60.46,,30.24,30.24,,,428.27
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2207,BIS-335,Invoice,1119.79,,1119.79,,3.66,0.00,195.18,,,195.17,,97.59,97.59,,,1311.30
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2208,BIS-336,Invoice,1024.62,,1024.62,,3.66,0.00,166.77,,,166.74,,83.38,83.38,,,1187.71
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2209,BIS-337,Invoice,885.52,,885.52,,3.66,0.00,153.01,,,153.01,,76.51,76.51,,,1034.86
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2210,BIS-338,Invoice,222.73,,222.73,,0.00,0.00,40.09,,,40.09,,20.05,20.05,,,262.82
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2211,BIS-339,Invoice,559.22,,559.22,,16.60,0.00,86.23,,,86.23,,43.11,43.11,,,628.86
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2212,BIS-340,Invoice,1244.04,,1244.04,,16.60,0.00,209.20,,,209.18,,104.60,104.60,,,1436.64
27/08/2019,980752.56,,980752.56,0.00,0.00,0.00,16521.91,0.00,713679.18,,,713678.62,406955.50,96760.09,104981.79,104981.79,,1677909.85,I2213,BIS-341,Invoice,586.36,,586.36,,0.00,0.00,83.87,,,83.86,,41.93,41.93,,,670.22
