ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin,"Insert Into  ReportData(ID,Node,Action,ActionData,Description,Parent,Parameters,Image,SelectedImage,FormatID,DetailCommand,KeyType,Inactive,ForwardParam,PrintType,PrintWidth,GroupBy,SubTotals,SubTotalLabel,NoSubTotals,ColumnWidth,Header,Footer,TopLineBreak,BottomLineBreak,PageLength,TopMargin,BottomMargin)"
501,Salesman Productivity - Litres Per Call Detail,2,Spr_Salesman_Productivity_Litres_Per_Call_Detail,,500,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 501,'Salesman Productivity - Litres Per Call Detail',2,'Spr_Salesman_Productivity_Litres_Per_Call_Detail','',500,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
502,Salesman Productivity - Products Per Call,1,Spr_Salesman_Productivity_Products_Per_Call,,499,106,1,2,0,503,3,1,3,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 502,'Salesman Productivity - Products Per Call',1,'Spr_Salesman_Productivity_Products_Per_Call','',499,106,1,2,0,503,3,1,3,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
503,Salesman Productivity - Products Per Call Detail,2,Spr_Salesman_Productivity_Products_Per_Call_Detail,,502,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 503,'Salesman Productivity - Products Per Call Detail',2,'Spr_Salesman_Productivity_Products_Per_Call_Detail','',502,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
504,Salesman Analysis- Brands Per Call,1,Spr_Salesman_Analysis_Brand_Per_Pack,Click here to view Salesman Brands Per Cal,499,107,1,2,0,505,3,1,2,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 504,'Salesman Analysis- Brands Per Call',1,'Spr_Salesman_Analysis_Brand_Per_Pack','Click here to view Salesman Brands Per Cal',499,107,1,2,0,505,3,1,2,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
505,Salesman Analysis- Brands Per Call Detail,2,Spr_Salesman_Analysis_Brand_Per_Pack_Detail ,,504,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 505,'Salesman Analysis- Brands Per Call Detail',2,'Spr_Salesman_Analysis_Brand_Per_Pack_Detail ','',504,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
506,Salesman Productivity - Percentage Penetration,1,Spr_Salesman_Productivity_Percentage_Penetration,,499,108,1,2,0,0,3,1,2,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 506,'Salesman Productivity - Percentage Penetration',1,'Spr_Salesman_Productivity_Percentage_Penetration','',499,108,1,2,0,0,3,1,2,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
507,Categorywise Purchase,1,spr_lists_Categorywise_Purchase,,446,110,1,2,0,508,3,0,1,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 507,'Categorywise Purchase',1,'spr_lists_Categorywise_Purchase','',446,110,1,2,0,508,3,0,1,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
508,Categorywise Purchase Detail,2,spr_lists_Categorywise_Purchase_Detail,,507,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 508,'Categorywise Purchase Detail',2,'spr_lists_Categorywise_Purchase_Detail','',507,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
509,Sales Vat Report,1,spr_list_Sales_VAT_Report_Pidilite,,393,173,1,2,0,0,3,1,1,1,100,0,,,0,,,,0,0,0,0,0,"SELECT 509,'Sales Vat Report',1,'spr_list_Sales_VAT_Report_Pidilite','',393,173,1,2,0,0,3,1,1,1,100,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
510,TCNS,0,,Click Here to View TCNS reports,0,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 510,'TCNS',0,'','Click Here to View TCNS reports',0,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
511,Customer Sales Summary,1,spr_list_CustomerSalesSummaryAbstract,Click Here to View Customer Sales Summary,510,1,1,2,0,512,200,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 511,'Customer Sales Summary',1,'spr_list_CustomerSalesSummaryAbstract','Click Here to View Customer Sales Summary',510,1,1,2,0,512,200,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
512,Customer Sales Summary Detail,2,spr_list_CustomerSalesSummaryDetail,,511,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 512,'Customer Sales Summary Detail',2,'spr_list_CustomerSalesSummaryDetail','',511,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
513,Stock Movement - Brand,1,spr_stockmovement_category_Top,Click to view stock movement Brand reports,151,212,1,2,0,514,200,0,1,0,252,0,,,0,1.44E+38,,,0,0,60,0,0,"SELECT 513,'Stock Movement - Brand',1,'spr_stockmovement_category_Top','Click to view stock movement Brand reports',151,212,1,2,0,514,200,0,1,0,252,0,'','',0,'1.44001E+38','','',0,0,60,0,0 UNION ALL"
514,Stock Movement - Category Detail,2,spr_stockmovement_category_detail_Bottom,,513,0,1,2,0,0,0,1,0,0,136,12,4;5;6;7;8;9;10;11;12,SubTotal:;GrandTotal:,1,1.44E+58,,,0,0,0,0,0,"SELECT 514,'Stock Movement - Category Detail',2,'spr_stockmovement_category_detail_Bottom','',513,0,1,2,0,0,0,1,0,0,136,12,'4;5;6;7;8;9;10;11;12','SubTotal:;GrandTotal:',1,'1.44001E+58','','',0,0,0,0,0 UNION ALL"
515,Customer Cheques,1,Sp_Acc_Rpt_List_CustomerCheques,,4,113,1,2,0,516,200,0,0,0,95,0,,,0,,,,0,0,0,0,0,"SELECT 515,'Customer Cheques',1,'Sp_Acc_Rpt_List_CustomerCheques','',4,113,1,2,0,516,200,0,0,0,95,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
516,Customer Cheque Detail,2,Sp_Acc_Rpt_List_CustomerChequeDetail,,515,0,1,2,0,0,0,1,0,0,235,0,,,0,,,,0,0,0,0,0,"SELECT 516,'Customer Cheque Detail',2,'Sp_Acc_Rpt_List_CustomerChequeDetail','',515,0,1,2,0,0,0,1,0,0,235,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
517,Sent Price List,1,sp_acc_rpt_list_sentpricelist,,1,114,1,2,0,518,200,0,0,0,95,0,,,0,,,,0,0,0,0,0,"SELECT 517,'Sent Price List',1,'sp_acc_rpt_list_sentpricelist','',1,114,1,2,0,518,200,0,0,0,95,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
518,Sent Price List Detail,2,sp_acc_rpt_list_sentpricelistdetail,,517,0,1,2,0,0,0,1,0,0,235,0,,,0,,,,0,0,0,0,0,"SELECT 518,'Sent Price List Detail',2,'sp_acc_rpt_list_sentpricelistdetail','',517,0,1,2,0,0,0,1,0,0,235,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
519,Received PriceList,1,sp_acc_rpt_ReceivedPriceList,,1,115,1,2,0,520,200,0,3,1,85,0,,,0,,,,0,0,86,0,0,"SELECT 519,'Received PriceList',1,'sp_acc_rpt_ReceivedPriceList','',1,115,1,2,0,520,200,0,3,1,85,0,'','',0,'','','',0,0,86,0,0 UNION ALL"
520,Received PriceList Items,2,sp_acc_rpt_ReceivedPriceListDetail,,519,0,1,2,0,0,3,1,0,0,185,0,,,0,,,,0,0,86,0,0,"SELECT 520,'Received PriceList Items',2,'sp_acc_rpt_ReceivedPriceListDetail','',519,0,1,2,0,0,3,1,0,0,185,0,'','',0,'','','',0,0,86,0,0 UNION ALL"
521,Scheme Sales,1,spr_list_SchemeSales_Abstract,Click Here to View Scheme Sales,510,119,1,2,0,522,200,0,2,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 521,'Scheme Sales',1,'spr_list_SchemeSales_Abstract','Click Here to View Scheme Sales',510,119,1,2,0,522,200,0,2,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
522,Scheme Sales Detail,2,spr_list_SchemeSales_Detail,,521,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 522,'Scheme Sales Detail',2,'spr_list_SchemeSales_Detail','',521,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
523,Customerwise Scheme,1,spr_list_CustomerwiseSchemes_Abstract,Click Here to View Customerwise Scheme,510,120,1,2,0,524,200,0,3,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 523,'Customerwise Scheme',1,'spr_list_CustomerwiseSchemes_Abstract','Click Here to View Customerwise Scheme',510,120,1,2,0,524,200,0,3,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
524,Customerwise Scheme Detail,2,spr_list_CustomerwiseSchemes_Detail,,523,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 524,'Customerwise Scheme Detail',2,'spr_list_CustomerwiseSchemes_Detail','',523,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
525,Partywise Monthwise SalesReport,1,spr_list_partywise_monthwise_sales,Click to view partywise monthwise sales,438,134,1,2,0,0,3,0,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 525,'Partywise Monthwise SalesReport',1,'spr_list_partywise_monthwise_sales','Click to view partywise monthwise sales',438,134,1,2,0,0,3,0,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
526,Channel wise Performance,1,spr_list_ChannelWise_Performance,Click to view Channel wise Performance,438,154,1,2,0,548,200,0,2,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 526,'Channel wise Performance',1,'spr_list_ChannelWise_Performance','Click to view Channel wise Performance',438,154,1,2,0,548,200,0,2,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
527,Dealer monthly sales summary,1,spr_dealer_monthly_sales_summary_Abstract,Click to view Dealer monthly sales summary report,499,137,1,2,0,556,200,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 527,'Dealer monthly sales summary',1,'spr_dealer_monthly_sales_summary_Abstract','Click to view Dealer monthly sales summary report',499,137,1,2,0,556,200,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
528,New - Modified Retail Customers,1,spr_list_Datewise_RetailCustomers,New/Modified Retail Customers,510,1,1,2,0,0,3,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 528,'New - Modified Retail Customers',1,'spr_list_Datewise_RetailCustomers','New/Modified Retail Customers',510,1,1,2,0,0,3,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
529,Gift Voucher Issues and Redemption,1,spr_list_GVIssuedRedeem,Gift Voucher Issues and Redemption,438,1,1,2,0,530,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 529,'Gift Voucher Issues and Redemption',1,'spr_list_GVIssuedRedeem','Gift Voucher Issues and Redemption',438,1,1,2,0,530,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
530,Gift Voucher Issues and Redemption,1,spr_list_GVIssuedRedeemDetail,Gift Voucher Issues and Redemption,529,1,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 530,'Gift Voucher Issues and Redemption',1,'spr_list_GVIssuedRedeemDetail','Gift Voucher Issues and Redemption',529,1,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
531,Sales Retun Adjustment,1,spr_List_SalesReturnAdjustment,Sales Retun Adjustment,510,1,1,2,0,532,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 531,'Sales Retun Adjustment',1,'spr_List_SalesReturnAdjustment','Sales Retun Adjustment',510,1,1,2,0,532,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
532,Sales Retun Adjustment Detail,1,spr_List_SalesReturnAdjustmentDetail,Sales Retun Adjustment Detail,531,1,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 532,'Sales Retun Adjustment Detail',1,'spr_List_SalesReturnAdjustmentDetail','Sales Retun Adjustment Detail',531,1,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
533,Credit Note Detail,1,spr_List_TCNS_CreditNote,Credit Note Detail,510,1,1,2,0,534,200,0,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 533,'Credit Note Detail',1,'spr_List_TCNS_CreditNote','Credit Note Detail',510,1,1,2,0,534,200,0,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
534,Credit Note Detail,1,spr_List_TCNS_CreditNoteDetail,Credit Note Detail,533,1,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 534,'Credit Note Detail',1,'spr_List_TCNS_CreditNoteDetail','Credit Note Detail',533,1,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
535,Collections - Credit Card & Coupon,1,sp_acc_rpt_list_cocr_collections,,452,142,1,2,0,536,3,0,0,0,75,0,0,,0,,,,0,0,0,0,0,"SELECT 535,'Collections - Credit Card & Coupon',1,'sp_acc_rpt_list_cocr_collections','',452,142,1,2,0,536,3,0,0,0,75,0,'0','',0,'','','',0,0,0,0,0 UNION ALL"
536,Collections - credit card & coupon details,2,spr_list_cocr_CollectionDetail,,535,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 536,'Collections - credit card & coupon details',2,'spr_list_cocr_CollectionDetail','',535,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
537,Sales Book,1,spr_Sales_Register_RP_Electronics,Click to view Sales Book Report,433,145,1,2,0,538,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 537,'Sales Book',1,'spr_Sales_Register_RP_Electronics','Click to view Sales Book Report',433,145,1,2,0,538,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
538,Sales Register - RP Electronics Detail,2,spr_Sales_Register_RP_Electronics_Details,,537,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 538,'Sales Register - RP Electronics Detail',2,'spr_Sales_Register_RP_Electronics_Details','',537,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
539,Van Stock Transfer,1,spr_vanStockTransfer,Van Stock Transfer,151,1,1,2,0,540,3,0,0,5,100,0,,,0,,,,0,0,100,3,3,"SELECT 539,'Van Stock Transfer',1,'spr_vanStockTransfer','Van Stock Transfer',151,1,1,2,0,540,3,0,0,5,100,0,'','',0,'','','',0,0,100,3,3 UNION ALL"
540,Van Stock Transfer,2,spr_vanStockTransferDetail_Bottom,Van Stock Transfer,539,0,1,2,0,0,200,1,0,0,0,0,,,1,,,,0,0,0,0,0,"SELECT 540,'Van Stock Transfer',2,'spr_vanStockTransferDetail_Bottom','Van Stock Transfer',539,0,1,2,0,0,200,1,0,0,0,0,'','',1,'','','',0,0,0,0,0 UNION ALL"
541,Consolidated Sales,1,spr_sales_by_brand_New,View Consolidate Sale,151,5,1,2,0,0,3,0,0,0,136,3,9;6;5;4;2;8;7;3,SubTotal:;GrandTotal:,1,1.44E+43,,,0,250,116,3,3,"SELECT 541,'Consolidated Sales',1,'spr_sales_by_brand_New','View Consolidate Sale',151,5,1,2,0,0,3,0,0,0,136,3,'9;6;5;4;2;8;7;3','SubTotal:;GrandTotal:',1,'1.44001E+43','','',0,250,116,3,3 UNION ALL"
542,SalesMan - Monthly,1,SPR_SalesMan_Monthly_Report_Abstract,Click to view Parameters,439,151,1,2,0,543,3,0,2,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 542,'SalesMan - Monthly',1,'SPR_SalesMan_Monthly_Report_Abstract','Click to view Parameters',439,151,1,2,0,543,3,0,2,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
543,SalesmanDetail,2,SPR_SalesMan_Monthly_Report_Detail,,542,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 543,'SalesmanDetail',2,'SPR_SalesMan_Monthly_Report_Detail','',542,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
544,SalesMan Wise ItemWise Analysis,1,SPR_Salesmanwise_Itemwise_Abstract,Click To View Parameteres,439,152,1,2,0,545,200,0,3,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 544,'SalesMan Wise ItemWise Analysis',1,'SPR_Salesmanwise_Itemwise_Abstract','Click To View Parameteres',439,152,1,2,0,545,200,0,3,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
545,SalesMan Wise ItemWise Analysis - Detail,0,SPR_Salesmanwise_Itemwise_Detail,,544,0,1,2,0,0,3,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 545,'SalesMan Wise ItemWise Analysis - Detail',0,'SPR_Salesmanwise_Itemwise_Detail','',544,0,1,2,0,0,3,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
546,Van To Invoice - Weight,1,SPRVanToInvoice_Weight_Abstract,Click To View Parameteres,433,153,1,2,0,547,200,0,2,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 546,'Van To Invoice - Weight',1,'SPRVanToInvoice_Weight_Abstract','Click To View Parameteres',433,153,1,2,0,547,200,0,2,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
547,VanToInvoice_Weight_Detail,2,SPRVanToInvoice_Weight_Detail,,546,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 547,'VanToInvoice_Weight_Detail',2,'SPRVanToInvoice_Weight_Detail','',546,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
548,Channel Wise Performance,2,spr_list_ChannelWise_PerformanceDetail,,526,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 548,'Channel Wise Performance',2,'spr_list_ChannelWise_PerformanceDetail','',526,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
549,Retail Sales Summary - Category,1,spr_RetailSalesSummary_Category,,440,157,1,2,0,0,0,0,0,0,170,1,2;3;4;5;6;7;8;9;10,GrandTotal:,1,,,,0,0,0,0,0,"SELECT 549,'Retail Sales Summary - Category',1,'spr_RetailSalesSummary_Category','',440,157,1,2,0,0,0,0,0,0,170,1,'2;3;4;5;6;7;8;9;10','GrandTotal:',1,'','','',0,0,0,0,0 UNION ALL"
550,Retail Sales Summary - Payment Mode,1,spr_RetailSalesSummary_PaymentMode,,440,1,1,2,0,0,200,0,0,4,130,0,,,0,,,,0,0,0,0,0,"SELECT 550,'Retail Sales Summary - Payment Mode',1,'spr_RetailSalesSummary_PaymentMode','',440,1,1,2,0,0,200,0,0,4,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
552,Vanloading Summary - Order Booking,1,spr_VanLoading_Summary,Click to view van loading summary,393,158,1,2,0,553,200,1,2,1,100,1,3;4;5;6,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 552,'Vanloading Summary - Order Booking',1,'spr_VanLoading_Summary','Click to view van loading summary',393,158,1,2,0,553,200,1,2,1,100,1,'3;4;5;6','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
553,Vanloading Summary - Order Booking detail,2,spr_VanLoading_Summary_Detail,Click to view van loading summary,552,0,1,2,0,0,3,1,2,1,100,1,4;5;6;7,SubTotal:;GrandTotal:,0,,,,0,0,0,0,0,"SELECT 553,'Vanloading Summary - Order Booking detail',2,'spr_VanLoading_Summary_Detail','Click to view van loading summary',552,0,1,2,0,0,3,1,2,1,100,1,'4;5;6;7','SubTotal:;GrandTotal:',0,'','','',0,0,0,0,0 UNION ALL"
555,ELF-Stock Movement,1,spr_list_stockmovement_report_saleable_Elf,Click to view Stock Movemwnt,499,160,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 555,'ELF-Stock Movement',1,'spr_list_stockmovement_report_saleable_Elf','Click to view Stock Movemwnt',499,160,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
556,Dealer monthly sales summary Detail,2,spr_dealer_monthly_sales_summary,Click to view Dealer monthly sales summary report,527,0,1,2,0,0,200,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 556,'Dealer monthly sales summary Detail',2,'spr_dealer_monthly_sales_summary','Click to view Dealer monthly sales summary report',527,0,1,2,0,0,200,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
557,Salesman Productivity,1,Spr_Salesmanproductivity_Abstract,Salesman Productivity,151,190,1,2,0,558,200,0,3,0,136,0,,,0,1.44E+28,,,0,0,0,0,0,"SELECT 557,'Salesman Productivity',1,'Spr_Salesmanproductivity_Abstract','Salesman Productivity',151,190,1,2,0,558,200,0,3,0,136,0,'','',0,'1.44001E+28','','',0,0,0,0,0 UNION ALL"
558,Salesman Productivity - Details,2,Spr_Salesmanproductivity_Detail,Salesman Productivity - Details,557,0,1,2,0,0,200,1,0,0,136,0,5;3,,0,1.44E+23,,,0,0,0,0,0,"SELECT 558,'Salesman Productivity - Details',2,'Spr_Salesmanproductivity_Detail','Salesman Productivity - Details',557,0,1,2,0,0,200,1,0,0,136,0,'5;3','',0,'1.44001E+23','','',0,0,0,0,0 UNION ALL"
559,Invoicewise Item,1, spr_list_Invoicewise_ColumnItem,View Invoicewise Item Details,151,5,1,2,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 559,'Invoicewise Item',1,' spr_list_Invoicewise_ColumnItem','View Invoicewise Item Details',151,5,1,2,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
563,WD Reports,0,,Click to view WD Reports,0,0,1,1,0,0,3,0,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 563,'WD Reports',0,'','Click to view WD Reports',0,0,1,1,0,0,3,0,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
564,Outstanding - Customer and Categorywise,1,spr_Customerwise_Categorywise,Click to view Customerwise - Categorywise reports,866,176,1,2,0,565,200,0,5,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 564,'Outstanding - Customer and Categorywise',1,'spr_Customerwise_Categorywise','Click to view Customerwise - Categorywise reports',866,176,1,2,0,565,200,0,5,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
565,Outstanding – Customer and Categorywise Detail,2,spr_Customerwise_Categorywise_Detail,,564,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 565,'Outstanding – Customer and Categorywise Detail',2,'spr_Customerwise_Categorywise_Detail','',564,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
566,Beatwise Sales Return,1,spr_BeatwiseSalesReturn,Click to view Beatwise Sales Return reports,864,177,1,2,0,567,3,0,2,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 566,'Beatwise Sales Return',1,'spr_BeatwiseSalesReturn','Click to view Beatwise Sales Return reports',864,177,1,2,0,567,3,0,2,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
567,Beatwise Sales Return Detail,2,spr_BeatwiseSalesReturn_Detail,,566,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 567,'Beatwise Sales Return Detail',2,'spr_BeatwiseSalesReturn_Detail','',566,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
568,Customerwise Sales Return,1,spr_list_Cust_SalesReturn_abstract_ITC,Click to view Customerwise Sales Return reports,864,178,1,2,0,569,200,0,2,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 568,'Customerwise Sales Return',1,'spr_list_Cust_SalesReturn_abstract_ITC','Click to view Customerwise Sales Return reports',864,178,1,2,0,569,200,0,2,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
569,Customerwise Sales Return Detail,2,spr_list_Cust_SalesReturn_Detail_ITC,,568,0,1,2,0,0,0,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 569,'Customerwise Sales Return Detail',2,'spr_list_Cust_SalesReturn_Detail_ITC','',568,0,1,2,0,0,0,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
570,Sales - Scheme by Customer,1,spr_list_CustomerSchemeSales_Abstract,Click to view Sales - Scheme by Customer reports,862,179,1,2,0,571,200,0,1,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 570,'Sales - Scheme by Customer',1,'spr_list_CustomerSchemeSales_Abstract','Click to view Sales - Scheme by Customer reports',862,179,1,2,0,571,200,0,1,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
571,Sales - Scheme by Customer,2,spr_list_CustomerSchemeSales_Detail,,570,0,1,2,0,0,3,1,0,0,136,0,,,0,,,,0,0,0,0,0,"SELECT 571,'Sales - Scheme by Customer',2,'spr_list_CustomerSchemeSales_Detail','',570,0,1,2,0,0,3,1,0,0,136,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
572,Item Wise Sales Return,1,Spr_list_Itemwise_Damaged_Return,Click to view Itemwise Damaged Return reports,864,180,1,2,0,573,200,0,3,0,136,0,,,0,1.44E+13,,,0,0,0,0,0,"SELECT 572,'Item Wise Sales Return',1,'Spr_list_Itemwise_Damaged_Return','Click to view Itemwise Damaged Return reports',864,180,1,2,0,573,200,0,3,0,136,0,'','',0,'14400100000000','','',0,0,0,0,0 UNION ALL"
573,Item wise Sales Return Detail,2,Spr_list_Itemwise_Damaged_Return_Details,,572,0,1,2,0,0,0,1,0,0,136,1,,SubTotal:;GrandTotal:,1,1.44E+38,,,0,0,0,0,0,"SELECT 573,'Item wise Sales Return Detail',2,'Spr_list_Itemwise_Damaged_Return_Details','',572,0,1,2,0,0,0,1,0,0,136,1,'','SubTotal:;GrandTotal:',1,'1.44001E+38','','',0,0,0,0,0 UNION ALL"
574,Weekly Coverage Plan,1,spr_Weeklycoverageplan_abstract,,585,181,1,2,0,575,200,1,1,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 574,'Weekly Coverage Plan',1,'spr_Weeklycoverageplan_abstract','',585,181,1,2,0,575,200,1,1,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
575,Weekly Coverage Plan Detail,2,spr_Weeklycoverageplan_detail,,574,0,1,2,0,0,0,1,0,0,0,0,,,0,,,,0,0,0,0,0,"SELECT 575,'Weekly Coverage Plan Detail',2,'spr_Weeklycoverageplan_detail','',574,0,1,2,0,0,0,1,0,0,0,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
576,Daily Sales Report,1,Spr_Sales_DailySales_Abs,Click To View Daily Salesmna Report,585,181,1,2,0,577,200,1,1,1,130,0,,,0,,,,0,0,0,0,0,"SELECT 576,'Daily Sales Report',1,'Spr_Sales_DailySales_Abs','Click To View Daily Salesmna Report',585,181,1,2,0,577,200,1,1,1,130,0,'','',0,'','','',0,0,0,0,0 UNION ALL"
