ParameterID,ParameterName,ParameterType,DefaultValue,AutoComplete,MultipleInput,OrderBy,DynamicParamID,"insert into ParameterInfo_Salem( ParameterID,ParameterName,ParameterType,DefaultValue,AutoComplete,MultipleInput,OrderBy,DynamicParamID)",
250,Category Name,200,$All Categories,ItemCategories:Category_Name,1,0,0,"Select 250,'Category Name',200,'$All Categories','ItemCategories:Category_Name',1,'0','0' UNION ALL",
250,UOM,200,Sales UOM,QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%'',0,0,0,"Select 250,'UOM',200,'Sales UOM','QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%''',0,'0','0' UNION ALL",
251,Reference FromDate,7,$MFDate,,0,0,0,"Select 251,'Reference FromDate',7,'$MFDate','',0,'0','0' UNION ALL",
251,Reference ToDate,10,$Date,,0,0,0,"Select 251,'Reference ToDate',10,'$Date','',0,'0','0' UNION ALL",
251,Comparative FromDate,7,$PYMFDate,,0,0,0,"Select 251,'Comparative FromDate',7,'$PYMFDate','',0,'0','0' UNION ALL",
251,Comparative ToDate,10,$PYDate,,0,0,0,"Select 251,'Comparative ToDate',10,'$PYDate','',0,'0','0' UNION ALL",
251,Beat,200,$All Beats,Beat:Description,1,0,0,"Select 251,'Beat',200,'$All Beats','Beat:Description',1,'0','0' UNION ALL",
251,Category Name,200,$All Categories,ItemCategories:Category_Name,1,0,0,"Select 251,'Category Name',200,'$All Categories','ItemCategories:Category_Name',1,'0','0' UNION ALL",
251,UOM,200,Sales UOM,QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%'',0,0,0,"Select 251,'UOM',200,'Sales UOM','QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%''',0,'0','0' UNION ALL",
252,Reference FromDate,7,$MFDate,,0,0,0,"Select 252,'Reference FromDate',7,'$MFDate','',0,'0','0' UNION ALL",
252,Reference ToDate,10,$Date,,0,0,0,"Select 252,'Reference ToDate',10,'$Date','',0,'0','0' UNION ALL",
252,Comparative FromDate,7,$PYMFDate,,0,0,0,"Select 252,'Comparative FromDate',7,'$PYMFDate','',0,'0','0' UNION ALL",
252,Comparative ToDate,10,$PYDate,,0,0,0,"Select 252,'Comparative ToDate',10,'$PYDate','',0,'0','0' UNION ALL",
252,Sales Man Name,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 252,'Sales Man Name',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
252,Category Name,200,$All Categories,ItemCategories:Category_Name,1,0,0,"Select 252,'Category Name',200,'$All Categories','ItemCategories:Category_Name',1,'0','0' UNION ALL",
252,UOM,200,Sales UOM,QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%'',0,0,0,"Select 252,'UOM',200,'Sales UOM','QueryParams:[Values]:QueryParamID=16 And [Values] Like ''%''',0,'0','0' UNION ALL",
253,Manufacturer,200,$All Manufacturers,Manufacturer:Manufacturer_Name,1,0,0,"Select 253,'Manufacturer',200,'$All Manufacturers','Manufacturer:Manufacturer_Name',1,'0','0' UNION ALL",
253,Division,200,$All Divisions,Brand:BrandName,1,0,0,"Select 253,'Division',200,'$All Divisions','Brand:BrandName',1,'0','0' UNION ALL",
253,Outstanding Of,10,$Date,,0,0,0,"Select 253,'Outstanding Of',10,'$Date','',0,'0','0' UNION ALL",
254,OutStanding Of,10,$Date,,0,0,0,"Select 254,'OutStanding Of',10,'$Date','',0,'0','0' UNION ALL",
254,Channel,200,$All Channel,Customer_Channel:ChannelDesc,1,0,0,"Select 254,'Channel',200,'$All Channel','Customer_Channel:ChannelDesc',1,'0','0' UNION ALL",
254,Customer,200,$All Customers,Customer:Company_Name,1,0,0,"Select 254,'Customer',200,'$All Customers','Customer:Company_Name',1,'0','0' UNION ALL",
256,SalesMan,200,$All Salesman,Salesman:Salesman_Name:Salesman_Name like ''%'',1,0,0,"Select 256,'SalesMan',200,'$All Salesman','Salesman:Salesman_Name:Salesman_Name like ''%''',1,'0','0' UNION ALL",
256,Beat,200,$All Beats,(Select Distinct BeatID; SalesmanID From Beat_Salesman) BS; Beat:Description:Beat.BeatID = BS.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And [Description] Like ''%'',1,0,0,"Select 256,'Beat',200,'$All Beats','(Select Distinct BeatID; SalesmanID From Beat_Salesman) BS; Beat:Description:Beat.BeatID = BS.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And [Description] Like ''%''',1,'0','0' UNION ALL",
258,SalesMan,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 258,'SalesMan',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
258,Beat,200,$All Beats,(Select Distinct BeatID; SalesmanID from beat_salesman) bs; Beat:Description:Beat.BeatID = bs.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And Description Like ''%'',1,0,0,"Select 258,'Beat',200,'$All Beats','(Select Distinct BeatID; SalesmanID from beat_salesman) bs; Beat:Description:Beat.BeatID = bs.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And Description Like ''%''',1,'0','0' UNION ALL",
258,Category Group Type,200,Operational,QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%'',0,0,0,"Select 258,'Category Group Type',200,'Operational','QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%''',0,'0','0' UNION ALL",
258,Category Group,200,$All Category Groups,ProductCategoryGroupAbstract:GroupName:OCGtype = ( Select Case when {3} = ''Operational'' then 1 Else 0 End ) and GroupID In (Select GroupID From tbl_merp_DSTypeCGMapping) and GroupName like ''%'',1,0,0,"Select 258,'Category Group',200,'$All Category Groups','ProductCategoryGroupAbstract:GroupName:OCGtype = ( Select Case when {3} = ''Operational'' then 1 Else 0 End ) and GroupID In (Select GroupID From tbl_merp_DSTypeCGMapping) and GroupName like ''%''',1,'0','0' UNION ALL",
258,From Date,7,$Date,,0,0,0,"Select 258,'From Date',7,'$Date','',0,'0','0' UNION ALL",
258,To Date,10,$Date,,0,0,0,"Select 258,'To Date',10,'$Date','',0,'0','0' UNION ALL",
259,DS Name,200,$All Salesman,Salesman:Salesman_Name:Salesman_Name like ''%'',1,0,0,"Select 259,'DS Name',200,'$All Salesman','Salesman:Salesman_Name:Salesman_Name like ''%''',1,'0','0' UNION ALL",
259,Beat,200,$All Beats,(Select Distinct BeatID; SalesmanID From Beat_Salesman) BS; Beat:Description:Beat.BeatID = BS.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And [Description] Like ''%'',1,0,0,"Select 259,'Beat',200,'$All Beats','(Select Distinct BeatID; SalesmanID From Beat_Salesman) BS; Beat:Description:Beat.BeatID = BS.BeatID And SalesmanID In (Select SalesmanID From Salesman Where Salesman_Name In ({1})) And [Description] Like ''%''',1,'0','0' UNION ALL",
259,DS Type,200,$All,"(select distinct ""DSTypeValue""= DSTypeValue from DSTYPE_Master) DSM:DSTypeValue:DSTypevalue in (select * from dbo.fn_DSTypeValue_rpt({$1})) and DSTypeValue like ''%''",1,0,0,"Select 259,'DS Type',200,'$All','(select distinct ""DSTypeValue""= DSTypeValue from DSTYPE_Master) DSM:DSTypeValue:DSTypevalue in (select * from dbo.fn_DSTypeValue_rpt({$1})) and DSTypeValue like ''%''',1,'0','0' UNION ALL",
259,Category Group Type,200,Operational,QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%'',0,0,0,"Select 259,'Category Group Type',200,'Operational','QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%''',0,'0','0' UNION ALL",
259,Category Group,200,$All Category Groups,(Select * From dbo.fn_GetCG_Param({$4};{$3})) CG:[GroupName],1,0,0,"Select 259,'Category Group',200,'$All Category Groups','(Select * From dbo.fn_GetCG_Param({$4};{$3})) CG:[GroupName]',1,'0','0' UNION ALL",
259,UOM,200,UOM2,QueryParams:[Values]:QueryParamID in (33;37) And [Values] Not In (''UOM'') And [Values] Like ''%'',0,0,0,"Select 259,'UOM',200,'UOM2','QueryParams:[Values]:QueryParamID in (33;37) And [Values] Not In (''UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
259,From Date,7,$Date,,0,0,0,"Select 259,'From Date',7,'$Date','',0,'0','0' UNION ALL",
259,To Date,10,$Date,,0,0,0,"Select 259,'To Date',10,'$Date','',0,'0','0' UNION ALL",
260,SalesMan,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 260,'SalesMan',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
260,Category Group Type,200,Operational,QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%'',0,0,0,"Select 260,'Category Group Type',200,'Operational','QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%''',0,'0','0' UNION ALL",
260,Category Group,200,$All Category Groups,(Select * From dbo.fn_GetCG_Param({$2};default)) CG:[GroupName],1,0,0,"Select 260,'Category Group',200,'$All Category Groups','(Select * From dbo.fn_GetCG_Param({$2};default)) CG:[GroupName]',1,'0','0' UNION ALL",
260,From Date,7,$Date,,0,0,0,"Select 260,'From Date',7,'$Date','',0,'0','0' UNION ALL",
260,To Date,10,$Date,,0,0,0,"Select 260,'To Date',10,'$Date','',0,'0','0' UNION ALL",
260,Time Bucket 1 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 1 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 2 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 2 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 3 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 3 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 4 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 4 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 5 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 5 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 6 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 6 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 7 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 7 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 8 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 8 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 9 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 9 - End time',3,'0','',0,'0','0' UNION ALL",
260,Time Bucket 10 - End time,3,0,,0,0,0,"Select 260,'Time Bucket 10 - End time',3,'0','',0,'0','0' UNION ALL",
261,Category Group,200,$All Category Groups,(Select Distinct [GN] = pcga.GroupName  From tblcgdivmapping cgdm; ProductCategoryGroupAbstract pcga; ItemCategories icat  Where cgdm.CategoryGroup = pcga.GroupName And cgdm.Division = icat.Category_Name) al:[GN],1,0,0,"Select 261,'Category Group',200,'$All Category Groups','(Select Distinct [GN] = pcga.GroupName  From tblcgdivmapping cgdm; ProductCategoryGroupAbstract pcga; ItemCategories icat  Where cgdm.CategoryGroup = pcga.GroupName And cgdm.Division = icat.Category_Name) al:[GN]',1,'0','0' UNION ALL",
261,Category (Division),200,$All Divisions,(Select Distinct [cn]= icat.Category_Name    From tblcgdivmapping cgdm; ProductCategoryGroupAbstract pcga; ItemCategories icat  Where cgdm.CategoryGroup = pcga.GroupName And cgdm.Division = icat.Category_Name  And   pcga.GroupName In ({1})) al:[cn]:[cn] Like ''%'',1,0,0,"Select 261,'Category (Division)',200,'$All Divisions','(Select Distinct [cn]= icat.Category_Name    From tblcgdivmapping cgdm; ProductCategoryGroupAbstract pcga; ItemCategories icat  Where cgdm.CategoryGroup = pcga.GroupName And cgdm.Division = icat.Category_Name  And   pcga.GroupName In ({1})) al:[cn]:[cn] Like ''%''',1,'0','0' UNION ALL",
261,Item Code,200,$All Item Codes,Items:Product_Code:Items.CategoryID In (Select * From dbo.GetItems({$2}))   And Product_Code like  ''%'':ProductName+1,1,0,0,"Select 261,'Item Code',200,'$All Item Codes','Items:Product_Code:Items.CategoryID In (Select * From dbo.GetItems({$2}))   And Product_Code like  ''%'':ProductName+1',1,'0','0' UNION ALL",
261,Item Name,200,$All Item Name,Items:Productname:Items.CategoryID In (Select * From dbo.GetItems({$2}))   And ProductName like  ''%'':Product_code-1,1,0,0,"Select 261,'Item Name',200,'$All Item Name','Items:Productname:Items.CategoryID In (Select * From dbo.GetItems({$2}))   And ProductName like  ''%'':Product_code-1',1,'0','0' UNION ALL",
261,Units,200,UOM 2,QueryParams:[Values]:QueryParamID In (19) And [Values]      Not in (''Conversion Factor''; ''Reporting UOM'') And [Values] Like ''%'',0,0,0,"Select 261,'Units',200,'UOM 2','QueryParams:[Values]:QueryParamID In (19) And [Values]      Not in (''Conversion Factor''; ''Reporting UOM'') And [Values] Like ''%''',0,'0','0' UNION ALL",
261,Show Items,200,All Items,QueryParams:[Values]:QueryParamID = 36 And [Values] Like ''%'',0,0,0,"Select 261,'Show Items',200,'All Items','QueryParams:[Values]:QueryParamID = 36 And [Values] Like ''%''',0,'0','0' UNION ALL",
261,Stock Valuation at,200,Price to WD,QueryParams:[Values]:QueryParamID = 32 And [Values] Like ''%'',0,0,0,"Select 261,'Stock Valuation at',200,'Price to WD','QueryParams:[Values]:QueryParamID = 32 And [Values] Like ''%''',0,'0','0' UNION ALL",
261,From Date,7,$Date,,0,0,0,"Select 261,'From Date',7,'$Date','',0,'0','0' UNION ALL",
261,To Date,10,$Date,,0,0,0,"Select 261,'To Date',10,'$Date','',0,'0','0' UNION ALL",
264,Customer,200,$All Customers,Customer:[Company_Name]:[CustomerCategory] not in (4;5) and [company_Name] like ''%'',1,0,0,"Select 264,'Customer',200,'$All Customers','Customer:[Company_Name]:[CustomerCategory] not in (4;5) and [company_Name] like ''%''',1,'0','0' UNION ALL",
264,From Date,7,$Date,,0,0,0,"Select 264,'From Date',7,'$Date','',0,'0','0' UNION ALL",
264,To Date,10,$Date,,0,0,0,"Select 264,'To Date',10,'$Date','',0,'0','0' UNION ALL",
265,Level,200,,ItemHierarchy:HierarchyName:HierarchyID IN(2;3) And HierarchyName like ''%'',0,0,0,"Select 265,'Level',200,'','ItemHierarchy:HierarchyName:HierarchyID IN(2;3) And HierarchyName like ''%''',0,'0','0' UNION ALL",
265,Categories,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID and HierarchyID IN(2;3)    And HierarchyName In ({1}) And Category_Name like ''%'',1,0,0,"Select 265,'Categories',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID and HierarchyID IN(2;3)    And HierarchyName In ({1}) And Category_Name like ''%''',1,'0','0' UNION ALL",
265,Category Handled,200,Defined Customer,QueryParams:[Values]:QueryParamID = 34 And [Values] Like ''%'',0,0,0,"Select 265,'Category Handled',200,'Defined Customer','QueryParams:[Values]:QueryParamID = 34 And [Values] Like ''%''',0,'0','0' UNION ALL",
265,Status,200,Active Customer,QueryParams:[Values]:QueryParamID = 35 And [Values] Like ''%'',0,0,0,"Select 265,'Status',200,'Active Customer','QueryParams:[Values]:QueryParamID = 35 And [Values] Like ''%''',0,'0','0' UNION ALL",
268,Category Group,200,$All Category Groups,ProductCategoryGroupAbstract:GroupName:GroupName in (Select CategoryGroup from tblCGDivmapping) And GroupName Like ''%'',1,0,0,"Select 268,'Category Group',200,'$All Category Groups','ProductCategoryGroupAbstract:GroupName:GroupName in (Select CategoryGroup from tblCGDivmapping) And GroupName Like ''%''',1,'0','0' UNION ALL",
268,Product Hierarchy,200,Division,ItemHierarchy:HierarchyName:HierarchyID in (2;3;4) and HierarchyName like ''%'',0,0,0,"Select 268,'Product Hierarchy',200,'Division','ItemHierarchy:HierarchyName:HierarchyID in (2;3;4) and HierarchyName like ''%''',0,'0','0' UNION ALL",
268,Category,200,$All Categories,ItemCategories:Category_Name:CategoryID In (Select * From dbo.fn_GetCatFrmCG_ITC({$1};{$2};Default))   and Category_Name like ''%'',1,0,0,"Select 268,'Category',200,'$All Categories','ItemCategories:Category_Name:CategoryID In (Select * From dbo.fn_GetCatFrmCG_ITC({$1};{$2};Default))   and Category_Name like ''%''',1,'0','0' UNION ALL",
268,UOM,200,Base UOM,QueryParams:[Values]:QueryParamID=19  And  [Values] Not in ( ''Conversion Factor'';''Reporting UOM'') And   [Values] Like ''%'',0,0,0,"Select 268,'UOM',200,'Base UOM','QueryParams:[Values]:QueryParamID=19  And  [Values] Not in ( ''Conversion Factor'';''Reporting UOM'') And   [Values] Like ''%''',0,'0','0' UNION ALL",
268,Detailed At,200,Item,QueryParams:[Values]:QueryParamID=42 And [Values] Like ''%'',0,0,0,"Select 268,'Detailed At',200,'Item','QueryParams:[Values]:QueryParamID=42 And [Values] Like ''%''',0,'0','0' UNION ALL",
268,Itemwise Only,200,Yes,QueryParams:[Values]:queryparamid = 38 And [Values] Like ''%'',0,0,0,"Select 268,'Itemwise Only',200,'Yes','QueryParams:[Values]:queryparamid = 38 And [Values] Like ''%''',0,'0','0' UNION ALL",
268,DS Wise,200,N/A,QueryParams:[Values]:QueryParamID=39  And  [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};7))   And [Values] Like ''%'',0,0,0,"Select 268,'DS Wise',200,'N/A','QueryParams:[Values]:QueryParamID=39  And  [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};7))   And [Values] Like ''%''',0,'0','0' UNION ALL",
268,Beat,200,N/A,QueryParams:[Values]:QueryParamID=39  And  [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};8))   And [Values] Like ''%'',0,0,0,"Select 268,'Beat',200,'N/A','QueryParams:[Values]:QueryParamID=39  And  [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};8))   And [Values] Like ''%''',0,'0','0' UNION ALL",
268,Customer Wise,200,N/A,QueryParams:[Values]:QueryParamID=39  And [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};9))   And [Values] Like ''%'',0,0,0,"Select 268,'Customer Wise',200,'N/A','QueryParams:[Values]:QueryParamID=39  And [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};9))   And [Values] Like ''%''',0,'0','0' UNION ALL",
268,Date Wise,200,N/A,QueryParams:[Values]:QueryParamID=39  And  [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};10))   And [Values] Like ''%'',0,0,0,"Select 268,'Date Wise',200,'N/A','QueryParams:[Values]:QueryParamID=39  And  [Values] In   (Select * From dbo.fn_Param_SalesMan_Customer_ItemWise_ITC({$1};{$2};{$3};{$4};{$5};{$6};{$7};{$8};{$9};{$10};{$11};{$12};{$13};10))   And [Values] Like ''%''',0,'0','0' UNION ALL",
268,From Date,7,$Date,,0,0,0,"Select 268,'From Date',7,'$Date','',0,'0','0' UNION ALL",
268,To Date,10,$Date,,0,0,0,"Select 268,'To Date',10,'$Date','',0,'0','0' UNION ALL",
268,Level of report,200,All,QueryParams:[Values]:QueryParamID=40 And [Values] Like ''%'',0,0,0,"Select 268,'Level of report',200,'All','QueryParams:[Values]:QueryParamID=40 And [Values] Like ''%''',0,'0','0' UNION ALL",
269,Van Name,200,$All Van,Van:Van,1,0,0,"Select 269,'Van Name',200,'$All Van','Van:Van',1,'0','0' UNION ALL",
269,Beat,200,$All Beats,Beat:Description,1,0,0,"Select 269,'Beat',200,'$All Beats','Beat:Description',1,'0','0' UNION ALL",
269,Product Hierarchy,200,,ItemHierarchy:HierarchyName,0,0,0,"Select 269,'Product Hierarchy',200,'','ItemHierarchy:HierarchyName',0,'0','0' UNION ALL",
269,Category,200,$All Categories,ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And   HierarchyName In ({3}) and Category_Name like ''%'',1,0,0,"Select 269,'Category',200,'$All Categories','ItemCategories; ItemHierarchy:Category_Name:Level = HierarchyID And   HierarchyName In ({3}) and Category_Name like ''%''',1,'0','0' UNION ALL",
269,From Date,7,$Date,,0,0,0,"Select 269,'From Date',7,'$Date','',0,'0','0' UNION ALL",
269,To Date,10,$Date,,0,0,0,"Select 269,'To Date',10,'$Date','',0,'0','0' UNION ALL",
269,Loading UOM,200,UOM1 & UOM2,QueryParams:[Values]:QueryParamID In (37; 16; 41) And  [Values] Not In (''Sales UOM'')   And [Values] Like ''%'',0,0,0,"Select 269,'Loading UOM',200,'UOM1 & UOM2','QueryParams:[Values]:QueryParamID In (37; 16; 41) And  [Values] Not In (''Sales UOM'')   And [Values] Like ''%''',0,'0','0' UNION ALL",
270,SalesMan,200,$All Salesman,Salesman:Salesman_Name,1,0,0,"Select 270,'SalesMan',200,'$All Salesman','Salesman:Salesman_Name',1,'0','0' UNION ALL",
270,Doc Type,200,$All DocType,TransactionType TT;TransactionDocNumber TD:DocumentType:TD.TransactionType =   TT.TransactionId And TT.TransactionName = ''Invoice'' And TD.Active = 1  And   TD.DocumentType Like ''%'',0,0,0,"Select 270,'Doc Type',200,'$All DocType','TransactionType TT;TransactionDocNumber TD:DocumentType:TD.TransactionType =   TT.TransactionId And TT.TransactionName = ''Invoice'' And TD.Active = 1  And   TD.DocumentType Like ''%''',0,'0','0' UNION ALL",
270,From Invoice No,200,,InvoiceAbstract:DocReference:InvoiceID In(Select * From dbo.fn_ListInvNo_ITC({$2})) And DocReference like''%'',0,0,0,"Select 270,'From Invoice No',200,'','InvoiceAbstract:DocReference:InvoiceID In(Select * From dbo.fn_ListInvNo_ITC({$2})) And DocReference like''%''',0,'0','0' UNION ALL",
270,To Invoice No,200,,InvoiceAbstract:DocReference:InvoiceID In(Select * From dbo.fn_ListInvNo_ITC({$2})) And DocReference like''%'',0,0,0,"Select 270,'To Invoice No',200,'','InvoiceAbstract:DocReference:InvoiceID In(Select * From dbo.fn_ListInvNo_ITC({$2})) And DocReference like''%''',0,'0','0' UNION ALL",
270,From Date,7,$Date,,0,0,0,"Select 270,'From Date',7,'$Date','',0,'0','0' UNION ALL",
270,To Date,10,$Date,,0,0,0,"Select 270,'To Date',10,'$Date','',0,'0','0' UNION ALL",
270,Loading UOM,200,UOM1 & UOM2,QueryParams:[Values]:QueryParamID In (37; 16; 41) And  [Values] Not In (''Sales UOM'')   And [Values] Like ''%'',0,0,0,"Select 270,'Loading UOM',200,'UOM1 & UOM2','QueryParams:[Values]:QueryParamID In (37; 16; 41) And  [Values] Not In (''Sales UOM'')   And [Values] Like ''%''',0,'0','0' UNION ALL",
273,Beat,200,$All Beats,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$3};Default)) and [Description] like ''%'',1,0,0,"Select 273,'Beat',200,'$All Beats','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$3};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
273,Type,200,Value,QueryParams:[Values]:QueryParamID=43 And [Values] Like ''%'',0,0,0,"Select 273,'Type',200,'Value','QueryParams:[Values]:QueryParamID=43 And [Values] Like ''%''',0,'0','0' UNION ALL",
273,Units,200,N/A,QueryParams:[Values]:QueryParamID=44   and [values] in (select * from dbo.fn_Param_SalesMan_NoOfBillsCut_ITC({$5};6)) And [Values] Like ''%'',0,0,0,"Select 273,'Units',200,'N/A','QueryParams:[Values]:QueryParamID=44   and [values] in (select * from dbo.fn_Param_SalesMan_NoOfBillsCut_ITC({$5};6)) And [Values] Like ''%''',0,'0','0' UNION ALL",
273,DS Type,200,$All,DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And DSTypeValue like ''%'',1,0,0,"Select 273,'DS Type',200,'$All','DSType_Master:DSTypeValue:OCGType in (Select case when Flag =1 then 0 else flag end  from tbl_merp_configabstract where screencode = ''OCGDS'' union Select Top 1 Flag from tbl_merp_configabstract where screencode = ''OCGDS'') And DSTypeCtlPos = 1 And DSTypeValue like ''%''',1,'0','0' UNION ALL",
273,From Date,7,$Date,,0,0,0,"Select 273,'From Date',7,'$Date','',0,'0','0' UNION ALL",
273,To Date,10,$Date,,0,0,0,"Select 273,'To Date',10,'$Date','',0,'0','0' UNION ALL",
273,Category Group,200,$All Category Groups,ProductCategoryGroupAbstract:GroupName:GroupName in (Select CategoryGroup from tblCGDivmapping) And GroupName Like ''%'',1,0,0,"Select 273,'Category Group',200,'$All Category Groups','ProductCategoryGroupAbstract:GroupName:GroupName in (Select CategoryGroup from tblCGDivmapping) And GroupName Like ''%''',1,'0','0' UNION ALL",
273,Category,200,$All Categories,ItemCategories:Category_Name:Category_Name In   (Select Division From tblcgdivmapping Where CategoryGroup In ({1})) And [Level] = 2 And Category_Name like ''%'',1,0,0,"Select 273,'Category',200,'$All Categories','ItemCategories:Category_Name:Category_Name In   (Select Division From tblcgdivmapping Where CategoryGroup In ({1})) And [Level] = 2 And Category_Name like ''%''',1,'0','0' UNION ALL",
273,DS,200,$All DS,Salesman:Salesman_Name,1,0,0,"Select 273,'DS',200,'$All DS','Salesman:Salesman_Name',1,'0','0' UNION ALL",
274,Category Group Type,200,Operational,QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%'',0,0,0,"Select 274,'Category Group Type',200,'Operational','QueryParams:[Values]:QueryParamID IN(103) And [Values] like ''%''',0,'0','0' UNION ALL",
274,Product Hierarchy,200,Division,ItemHierarchy:HierarchyName:HierarchyID in (2;3;4) and HierarchyName like ''%'',0,0,0,"Select 274,'Product Hierarchy',200,'Division','ItemHierarchy:HierarchyName:HierarchyID in (2;3;4) and HierarchyName like ''%''',0,'0','0' UNION ALL",
274,Category Group,200,$All Category Groups,(Select * From dbo.fn_GetCG_Param({$1};default)) CG:[GroupName],1,0,0,"Select 274,'Category Group',200,'$All Category Groups','(Select * From dbo.fn_GetCG_Param({$1};default)) CG:[GroupName]',1,'0','0' UNION ALL",
274,DS,200,$All DS,Salesman:Salesman_Name,1,0,0,"Select 274,'DS',200,'$All DS','Salesman:Salesman_Name',1,'0','0' UNION ALL",
274,Beat,200,$All Beats,Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$5};Default)) and [Description] like ''%'',1,0,0,"Select 274,'Beat',200,'$All Beats','Beat:Description:BeatID in (select * from dbo.fn_GetBeatForSalesMan_ITC({$5};Default)) and [Description] like ''%''',1,'0','0' UNION ALL",
274,Document Type,200,$All Document Type,TransactionDocNumber:[DocumentType]:TransactionType=11 and DocumentType like ''%'',0,0,0,"Select 274,'Document Type',200,'$All Document Type','TransactionDocNumber:[DocumentType]:TransactionType=11 and DocumentType like ''%''',0,'0','0' UNION ALL",
274,Invoice From Date,7,,,0,0,0,"Select 274,'Invoice From Date',7,'','',0,'0','0' UNION ALL",
274,Invoice To Date,10,,,0,0,0,"Select 274,'Invoice To Date',10,'','',0,'0','0' UNION ALL",
274,Collection From Date,7,,,0,0,0,"Select 274,'Collection From Date',7,'','',0,'0','0' UNION ALL",
